pixel_id,row,col,valid,split_label,raw_min,raw_max,scaled_min,scaled_max,brightness_mean_band,spectrum_l2_norm,zero_band_count,nonfinite_band_count,negative_band_count,gt1_band_count,duplicate_group_size_valid,constant_spectrum,purity_max_A_ref,entropy_normalized_A_ref,dominant_reference_material,adjacent_original_band_difference_rms_proxy,spatial_neighbor_rmse_proxy,rmse_reference,rmse_fcls,sam_reference_radians,sam_fcls_radians,fcls_armse_vs_reference,fcls_kkt_max_violation,flag_brightness,flag_reference_rmse,flag_fcls_rmse,A_fcls_tree,A_fcls_water,A_fcls_dirt,A_fcls_road,A_fcls_minus_reference_tree,A_fcls_minus_reference_water,A_fcls_minus_reference_dirt,A_fcls_minus_reference_road
2919,19,29,True,0,43,791,0.0086,0.1582,0.043624242424242426,0.7710514379728501,0,0,0,0,1,False,0.9103003473022282,0.21773325079957623,water,0.007268026219559553,0.008427017798676275,0.025394436556412027,0.006358582597464883,0.29981428059494475,0.11108561687663646,0.043111713712041026,5.3013149425851225e-15,False,False,False,0.0,0.9712695175309427,0.0,0.02873048246905724,0.0,0.06096917022871451,0.0,-0.06096917022871458
2920,20,29,True,0,15,787,0.003,0.1574,0.04078282828282828,0.7451751203576243,0,0,0,0,1,False,0.9312738317086366,0.21344190274534486,water,0.006062714971076307,0.006114220049880095,0.01627415177985966,0.005282773410584551,0.28065364701773676,0.08989202597589965,0.0343491244123097,1.7832957333041577e-15,False,False,False,0.0043073689720937725,0.9766515960111075,0.0,0.019041035016798713,-0.021653452731490306,0.04537776430247087,-0.04276534658777925,0.019041035016798713
2921,21,29,True,0,45,777,0.009,0.1554,0.041461616161616165,0.7424919393501859,0,0,0,0,1,False,0.924330898068248,0.19336602778041334,water,0.005817762368330195,0.005956944182854397,0.021342049791684123,0.0036199819254321072,0.2653601150115753,0.062201236357610205,0.03688193981478837,4.614364446098307e-15,False,False,False,0.0,0.9764898375609499,0.0,0.023510162439050075,0.0,0.052158939492701895,0.0,-0.052158939492702006
2922,22,29,True,0,14,767,0.0028,0.1534,0.03764343434343435,0.706319446143174,0,0,0,0,1,False,0.9603568839724618,0.14011867411208548,water,0.005971470634480381,0.0052008514603171675,0.010693943745695206,0.00372773637911835,0.19016091045111955,0.06846998531672364,0.016655998315889844,1.3981871216373065e-15,False,False,False,0.0,0.985974572332913,0.0,0.014025427667087031,0.0,0.025617688360451196,-0.020723709441109864,-0.004893978919341412
2923,23,29,True,0,39,767,0.0078,0.1534,0.03932828282828283,0.7210788306419763,0,0,0,0,1,False,0.9423054415151706,0.18886691381935208,water,0.006318568484420157,0.00603994882874911,0.015658626747288747,0.003947934536202365,0.25224576425555567,0.07201408103238757,0.02681676487799546,7.317063621670172e-15,False,False,False,0.0,0.9818346555836678,0.0,0.01816534441633222,-0.0007106244736166562,0.03952921406849719,-0.0361432470055007,-0.0026753425893797193
2924,24,29,True,0,11,767,0.0022,0.1534,0.040822222222222225,0.73853157007673,0,0,0,0,1,False,0.9348118812618096,0.191043427379898,water,0.0071462667320166704,0.007600488142763534,0.01721412544311175,0.005057058161783472,0.24583144001864032,0.09112000094008932,0.028500535362167106,2.1024848528838902e-15,False,False,False,0.0,0.9784402104409857,0.0,0.02155978955901422,-0.007778933859907953,0.04362832917917614,0.0,-0.03584939531926831
2925,25,29,True,0,1,772,0.0002,0.1544,0.038019191919191925,0.7174225811890785,0,0,0,0,1,False,0.9501002578416741,0.14715644721849624,water,0.005769717586298395,0.008210660810022575,0.01106359831555805,0.005496662971465341,0.21580676813477587,0.09799480038328984,0.02670680724270018,3.608224830031759e-15,False,False,False,0.007436781403901749,0.9825136772175387,0.0,0.010049541378559623,-0.04122947598707295,0.032413419375864616,-0.00123348476735131,0.010049541378559623
2926,26,29,True,0,0,777,0.0,0.1554,0.03682222222222222,0.7073451208568559,1,0,0,0,1,False,0.9714987182056704,0.09898244608654895,water,0.006025501362265769,0.006838966713063983,0.008609895748661426,0.005262308287832564,0.17154933380068124,0.09674041243896189,0.016716179888805714,8.944234242136417e-15,False,False,False,0.0,0.9884443663553042,0.0,0.011555633644695806,-0.0021909251418465365,0.01694564814963384,-0.02631035665248308,0.011555633644695806
2927,27,29,True,0,7,751,0.0014,0.1502,0.03697373737373738,0.6982195070319935,0,0,0,0,1,False,0.9641751766920246,0.11140508441743252,water,0.008042553491688236,0.007861145503640997,0.011095448745464557,0.005454917618661957,0.19062551165753622,0.10719723596334986,0.016942613271505685,4.933553565678039e-15,False,False,False,0.0,0.9881356501626304,0.0,0.01186434983736967,0.0,0.023960473470605814,0.0,-0.023960473470605655
2928,28,29,True,0,14,733,0.0028,0.1466,0.03302828282828283,0.6548456306642046,0,0,0,0,1,False,0.9919824794170332,0.03751116261885838,water,0.008060400193666023,0.006488129852830057,0.005174986014120422,0.004770080955550437,0.11091268662326983,0.10238710139159843,0.003549871775308434,1.2993078835066285e-15,False,False,False,0.0,0.9970478738154751,0.0,0.0029521261845248947,0.0,0.005065394398441891,-0.004973908770027138,-9.148562841470665e-05
2929,29,29,True,0,0,726,0.0,0.1452,0.030203030303030298,0.6369618198918989,1,0,0,0,1,False,1.0,-0.0,water,0.005911275622670579,0.005789931419434579,0.004134563081816923,0.004134563081816923,0.09137165058789437,0.09137165058789437,0.0,-0.0,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2930,30,29,True,0,11,735,0.0022,0.147,0.032572727272727274,0.6557841413148079,0,0,0,0,1,False,1.0,-0.0,water,0.0060648968959887825,0.005885233334705277,0.004004300684855717,0.003968613665979865,0.08217949273281883,0.0831247981994576,0.000935363193490466,3.5457747848965937e-15,False,False,False,0.0,0.9986771966860212,0.0,0.0013228033139788264,0.0,-0.0013228033139788264,0.0,0.0013228033139788264
2931,31,29,True,0,11,744,0.0022,0.1488,0.036680808080808085,0.6901326249352366,0,0,0,0,1,False,0.9619945883124339,0.11653556054384451,water,0.006534343197723932,0.007126174813585427,0.011786599193365305,0.0051051340147545065,0.1927646499417873,0.10313063436318065,0.018629000450687782,3.3202607330196088e-15,False,False,False,0.0,0.9883399734032511,0.0,0.011660026596748918,0.0,0.026345385090817186,0.0,-0.02634538509081713
2932,32,29,True,0,18,753,0.0036,0.1506,0.03496868686868687,0.6809152957600527,0,0,0,0,1,False,0.9816705413297903,0.07476300348850815,water,0.006148353959415186,0.0059097463603781635,0.0058034566587125335,0.004118780057522175,0.11779530479851048,0.08094915094250468,0.006741167016571469,3.927413949611491e-15,False,False,False,0.0,0.9927594787915557,0.0,0.007240521208444373,-0.0030089192978657634,0.011088937461765425,-0.0011149573862737215,-0.006965060777626021
2933,33,29,True,0,18,763,0.0036,0.1526,0.03577979797979798,0.6936389262433301,0,0,0,0,1,False,0.9792886941137806,0.08143476292347554,water,0.0063714748926518025,0.00588183295798428,0.006282843190824412,0.004320387239429203,0.1274156715986644,0.07978741816779578,0.010936413995513275,2.942091015256665e-15,False,False,False,0.0,0.9911311444502635,0.0,0.008868855549736487,-0.005610061313259501,0.011842450336482901,-0.015101244572959804,0.008868855549736487
2934,34,29,True,0,11,763,0.0022,0.1526,0.036533333333333334,0.6981771122000492,0,0,0,0,1,False,0.9755102230974066,0.08297822077106698,water,0.005619289123760248,0.0055910453235730115,0.006769978830914057,0.0037939836939243476,0.12940960921776803,0.06800865669264974,0.009832096362789372,3.95516952522712e-16,False,False,False,0.0,0.9894149071202225,0.0,0.010585092879777491,0.0,0.01390468402281586,0.0,-0.013904684022815954
2935,35,29,True,0,7,762,0.0014,0.1524,0.03699595959595959,0.7077900253606291,0,0,0,0,1,False,0.955986596989039,0.13020007526832492,water,0.0061522228628233325,0.006666454515813927,0.009887579413374542,0.005009164621003751,0.19623621434233526,0.08862703482664314,0.02360081371801574,2.4980018054066022e-15,False,False,False,0.007499776868078069,0.9849234449727966,0.0,0.007576778159125443,-0.03651362614288291,0.02893684798375762,0.0,0.007576778159125443
2936,36,29,True,0,4,750,0.0008,0.15,0.03521212121212121,0.6885417634392267,0,0,0,0,1,False,0.9734243173126889,0.09246598289981131,water,0.0057309595562957385,0.004650179232388024,0.0068822310429182635,0.004428040253852292,0.14103699021188768,0.0825789067979572,0.014586232120140877,5.592748486549226e-15,False,False,False,0.002806087603212049,0.9911067977738462,0.0,0.006087114622941648,-0.022344548134856736,0.01768248046115739,-0.0014250469492424428,0.006087114622941648
2937,37,29,True,0,4,747,0.0008,0.1494,0.03507373737373737,0.6855210864736402,0,0,0,0,1,False,0.9734056955731005,0.08850688010175747,water,0.005309285528252627,0.0054291206156249355,0.006465880340388721,0.004041737321442779,0.133074136204066,0.07368769761952706,0.013816322526879806,1.1171619185290638e-15,False,False,False,0.005322174650751522,0.9905535887316046,0.0,0.004124236617643996,-0.021272129776147928,0.01714789315850407,0.0,0.004124236617643996
2938,38,29,True,0,11,763,0.0022,0.1526,0.0362080808080808,0.6982759912813844,0,0,0,0,1,False,0.9798483336873268,0.07705680835919441,water,0.007281349550876625,0.006441500055885411,0.006251383533278458,0.0048746060761174345,0.12578104106376434,0.09072864375962895,0.006640023457758616,5.8494875609937935e-15,False,False,False,0.0,0.9903309209813517,0.0,0.00966907901864833,-0.0028399719783201547,0.010482587294024848,0.0,-0.00764261531570469
2939,39,29,True,0,37,758,0.0074,0.1516,0.037487878787878785,0.7053939892003618,0,0,0,0,1,False,0.9620260921677419,0.11646211916990055,water,0.006159154121076975,0.0065881829437000085,0.011236725588639697,0.005282084985750812,0.19041545484373412,0.10173607851935078,0.017391368428462776,4.687222832089333e-15,False,False,False,0.0,0.9866212012675013,0.0,0.013378798732498642,0.0,0.02459510909975937,0.0,-0.024595109099759267
2940,40,29,True,0,43,758,0.0086,0.1516,0.03694242424242424,0.6987248099216171,0,0,0,0,1,False,0.9646006418989228,0.11039265100805125,water,0.006647937794765902,0.005857476101659763,0.01094661222271993,0.005408463048819843,0.18910172145107898,0.10585848538744824,0.016688803079639422,3.6741443221188774e-15,False,False,False,0.0,0.9882021735539227,0.0,0.011797826446077297,0.0,0.023601531654999897,0.0,-0.023601531654999994
2941,41,29,True,0,11,759,0.0022,0.1518,0.035840404040404034,0.696279024529678,0,0,0,0,1,False,0.9825407944438996,0.06346329751795377,water,0.0065375914956582095,0.006147583988754713,0.006008979519637204,0.004796931418410116,0.12146865708158334,0.0878087153138781,0.006346104385982453,4.912736883966318e-15,False,False,False,0.0,0.9915155413347914,0.0,0.008484458665208583,0.0,0.008974746890891727,0.0,-0.008974746890891807
2942,42,29,True,0,11,753,0.0022,0.1506,0.03375757575757576,0.6729147940118422,0,0,0,0,1,False,0.9978890977027512,0.010901855977307957,water,0.006437406708310816,0.005328030774447046,0.004458455502800408,0.004281342048293379,0.08097685165617974,0.08368039137324798,0.002303963505384999,2.570860191397628e-15,False,False,False,0.0,0.9962474088314852,0.0,0.0037525911685147295,-0.002110902297248796,-0.0016416888712660338,0.0,0.0037525911685147295
2943,43,29,True,0,14,734,0.0028,0.1468,0.03233232323232323,0.648253993431587,0,0,0,0,1,False,0.999695411121408,0.001998609333910197,water,0.00562966501713274,0.005268434516747819,0.003114657326827445,0.003095055706921628,0.0661214950584513,0.06649039895297815,0.0006873974614047292,4.709774237277031e-15,False,False,False,0.0,0.9989120508427819,0.0,0.0010879491572181044,0.0,-0.0007833602786261329,-0.0003045888785918951,0.0010879491572181044
2944,44,29,True,0,18,744,0.0036,0.1488,0.03485858585858585,0.676454876543883,0,0,0,0,1,False,0.9832889289502649,0.06127636274752543,water,0.00720642163771402,0.006146436356090756,0.006375055777053044,0.0050724849404415835,0.12848312103190176,0.10405570964532983,0.006771320425268477,2.185751579730777e-16,False,False,False,0.0,0.9928650221308535,0.0,0.007134977869146519,0.0,0.009576093180588607,0.0,-0.00957609318058866
2945,45,29,True,0,37,750,0.0074,0.15,0.03755454545454546,0.6996577734864382,0,0,0,0,1,False,0.9527409065012098,0.13731883300794762,water,0.007106861978361979,0.006477323335855684,0.014257898883369752,0.004850901151021198,0.21600134657888806,0.09613184959173375,0.023510335101899812,1.9741153156616065e-15,False,False,False,0.0,0.9859895412582528,0.0,0.014010458741747223,0.0,0.03324863475704298,0.0,-0.03324863475704292
2946,46,29,True,0,2,769,0.0004,0.1538,0.03674343434343434,0.7069260215892467,0,0,0,0,1,False,0.9592136794419818,0.1229429483795113,water,0.005572202068970208,0.006196774625488703,0.009134709012610046,0.004936044239879722,0.18230289116096424,0.08582151351088002,0.02122749664727481,8.187894806610529e-16,False,False,False,0.007978418464363535,0.9853101223242455,0.0,0.00671145921139088,-0.03280790209365474,0.02609644288226376,0.0,0.00671145921139088
2947,47,29,True,0,15,775,0.003,0.155,0.03946262626262627,0.7336675541415199,0,0,0,0,1,False,0.939189891116579,0.19460330613782584,water,0.006371861218248193,0.005439417085862425,0.01378721481166608,0.0053761970712471584,0.2525676952952914,0.09151833705019898,0.028741088757757934,4.107825191113079e-15,False,False,False,0.006519973988781182,0.9791954285734463,0.0,0.01428459743777261,-0.0307505221561013,0.0400055374568673,-0.023539612738538586,0.01428459743777261
2948,48,29,True,0,40,784,0.008,0.1568,0.0414969696969697,0.7525523503384998,0,0,0,0,1,False,0.9277481204046725,0.21111712839317898,water,0.006903703948253299,0.005804548941896562,0.018232566034875435,0.005559621407578734,0.3011687159645276,0.09604924060904442,0.040334663238370545,2.1510571102112408e-16,False,False,False,0.0016151288836238622,0.9757507323012221,0.0,0.022634138815153974,-0.010862190352227954,0.04800261189654964,-0.05977456035947549,0.022634138815153974
2949,49,29,True,0,4,809,0.0008,0.1618,0.04500303030303031,0.797920923400308,0,0,0,0,1,False,0.9070216038846736,0.26280532148632413,water,0.007025492044087618,0.0069036318674744615,0.021820636058261917,0.006455556158382206,0.33688041067098384,0.09998439971778057,0.04843485591258664,4.066191827689636e-15,False,False,False,0.004063193032313062,0.9664667416710502,0.0,0.029470065296636705,-0.021779691095259523,0.05944513778637661,-0.06713551198775396,0.029470065296636705
2950,50,29,True,0,3,819,0.0006,0.1638,0.04687070707070707,0.8209648957172286,0,0,0,0,1,False,0.8938582649875416,0.29354026402034045,water,0.006509401484952949,0.006338096987018862,0.024130839187118697,0.007445780044191663,0.3570692835511821,0.11339174650298703,0.05291837392267234,9.43689570931383e-16,False,False,False,0.007017903082478294,0.9607521725962702,0.0,0.03222992432125149,-0.029875787989701308,0.0668939076087286,-0.06924804394027873,0.03222992432125149
2951,51,29,True,0,18,822,0.0036,0.1644,0.04714141414141414,0.8225950157884498,0,0,0,0,1,False,0.8935672099992916,0.30810085690256467,water,0.006103214789701466,0.006405595903339095,0.023204187608210983,0.0068241355175194625,0.3126382985674323,0.10133113784580636,0.041930676168610535,3.427813588530171e-15,False,False,False,0.0024855918883214256,0.9623668231988325,0.0,0.035147584912846086,-0.042302096169048016,0.06879961319954087,-0.004337723369566559,-0.022159793660926207
2952,52,29,True,0,46,843,0.0092,0.1686,0.05277272727272727,0.8801530548717081,0,0,0,0,1,False,0.856412849769314,0.33541872194965905,water,0.006850416420058354,0.007185649703958976,0.035466502612363705,0.006549197743534505,0.33160836452570713,0.09145200103156305,0.060446362653778146,4.649058915617843e-15,False,False,False,0.0,0.9493531395909761,0.0,0.050646860409023886,-0.017676006409337048,0.09294028982166214,0.0,-0.07526428341232502
2953,53,29,True,0,26,859,0.0052,0.1718,0.0549020202020202,0.9158397894828549,0,0,0,0,1,False,0.848160870741146,0.37849045277592125,water,0.006749480511823644,0.006511619752873141,0.032594317157609035,0.008612042312824735,0.3433332620712692,0.11603832544653814,0.05827482160086558,5.190292640122607e-15,False,False,False,0.0032234967160840178,0.9432511460798403,0.0,0.053525357204075696,-0.050752834231352455,0.0950902753386943,0.0,-0.04433744110734181
2954,54,29,True,0,29,863,0.0058,0.1726,0.05690909090909091,0.932645398852104,0,0,0,0,1,False,0.8353167133359879,0.36400338480303496,water,0.008083817326245225,0.0075901948117383196,0.03993582348544074,0.007628267754156119,0.33773500160259684,0.10120745917012954,0.06795322435446156,3.1780134079895106e-15,False,False,False,0.0,0.9392188815669656,0.0,0.06078111843303435,-0.018208885342857518,0.10390216823097775,0.0,-0.08569328288812031
2955,55,29,True,0,24,869,0.0048,0.1738,0.056075757575757564,0.926397862691835,0,0,0,0,1,False,0.8441627500977794,0.3556233604892852,water,0.007028630095946221,0.00640119838730993,0.03713613102506335,0.007912562621373206,0.3363996651373034,0.1045894653355352,0.06289411245653465,6.078471059822732e-15,False,False,False,0.0,0.9415045877491928,0.0,0.05849541225080723,-0.02030256065370693,0.09734183765141335,0.0,-0.07703927699770646
2956,56,29,True,0,43,855,0.0086,0.171,0.05491717171717172,0.9109489557598713,0,0,0,0,1,False,0.8521819821734373,0.30313199210174274,water,0.007386446354207798,0.007289195750911895,0.03796700707986915,0.007836396352907926,0.3335138967421795,0.10670689467675638,0.06512799850920946,1.0547118733938987e-15,False,False,False,0.0,0.9443720762585632,0.0,0.05562792374143677,-0.00017062767701291878,0.0921900940851259,0.0,-0.09201946640811295
2957,57,29,True,0,15,847,0.003,0.1694,0.05236767676767677,0.8806147398266736,0,0,0,0,1,False,0.8628766821423093,0.33496377731576493,water,0.007084602299606497,0.007334876070185576,0.03258096237979836,0.00719326573406602,0.3305530919651123,0.10010832528082812,0.055364407489431444,2.7755575615628914e-16,False,False,False,0.0,0.9505426870760022,0.0,0.0494573129239978,-0.024690408140686664,0.08766600493369292,0.0,-0.0629755967930062
2958,58,29,True,0,5,858,0.001,0.1716,0.0522989898989899,0.8881272881743922,0,0,0,0,1,False,0.871265017102178,0.3383462982290588,water,0.006733399339610462,0.007885497857850556,0.029361961905500458,0.008609235893562873,0.3861493681257064,0.12049977092865807,0.06698732401026168,4.3298697960381105e-15,False,False,False,0.002967872017915263,0.9494126961764806,0.0,0.04761943180560407,-0.02407937195177499,0.07814767907430265,-0.09703643743965966,0.04296813031713175
2959,59,29,True,0,5,878,0.001,0.1756,0.05675353535353536,0.9427775983762023,0,0,0,0,1,False,0.8438895094457094,0.3795154899361199,water,0.007354217349284202,0.00730357496320365,0.03391857717508222,0.009220441189231422,0.34208729157013035,0.12049944310056084,0.05894392166369963,3.3584246494910985e-15,False,False,False,0.0,0.9400366073517648,0.0,0.05996339264823519,-0.04412722466639494,0.09614709790605536,0.0,-0.05201987323966051
2960,60,29,True,0,24,858,0.0048,0.1716,0.054405050505050505,0.904087230304687,0,0,0,0,1,False,0.8533475684528699,0.3006996099832586,water,0.007236573774929675,0.00720791176294677,0.03778404992686545,0.007172928700402597,0.3306841176831555,0.09660520935859236,0.06505111855029921,7.216449660063518e-16,False,False,False,0.0,0.945343742554243,0.0,0.05465625744575703,0.0,0.09199617410137317,0.0,-0.09199617410137317
2961,61,29,True,0,29,840,0.0058,0.168,0.05190404040404041,0.8741955158887513,0,0,0,0,1,False,0.8671516969292326,0.3081577909167642,water,0.00851686712594635,0.0076482646038225355,0.03336814283454349,0.007118127359457376,0.32762370793201345,0.10045282658797465,0.056560718027775896,5.88418203051333e-15,False,False,False,0.0,0.9516626402002069,0.0,0.048337359799793145,-0.009980791184353816,0.0845109432709743,0.0,-0.0745301520866205
2962,62,29,True,0,18,850,0.0036,0.17,0.0483979797979798,0.8466178831090211,0,0,0,0,1,False,0.9004082626795643,0.27993340146856666,water,0.00639871782028163,0.007506880455786643,0.021605061212178138,0.00782985651850148,0.299008670505188,0.10877785285907404,0.03730091787689101,6.13398221105399e-15,False,False,False,0.0,0.9611831667982835,0.0,0.038816833201716416,-0.03392655094714045,0.06077490411871922,0.0,-0.026848353171579006
2963,63,29,True,0,44,883,0.0088,0.1766,0.054831313131313134,0.9234294125703383,0,0,0,0,1,False,0.8703302143083866,0.3084975299470779,water,0.006511606993747823,0.007125858989303054,0.030172233682117224,0.009230047345496172,0.3249005169462999,0.1179787028597132,0.049626206312027334,9.43689570931383e-16,False,False,False,0.0,0.9460516609450348,0.0,0.05394833905496521,-0.012856371791285282,0.07572144663664815,0.0,-0.06286507484536304
2964,64,29,True,0,26,883,0.0052,0.1766,0.052945454545454546,0.9040735368320433,0,0,0,0,1,False,0.8795614837371207,0.3079928630038568,water,0.006416613053389071,0.0062766718396074835,0.026847318122838353,0.008789648535763485,0.317638005907986,0.11204814876177353,0.04416929150296389,3.0808688933348094e-15,False,False,False,0.0,0.950328987636277,0.0,0.049671012363722955,-0.023308035918643635,0.07076750389915631,0.0,-0.047459467980512676
2965,65,29,True,0,20,838,0.004,0.1676,0.04698181818181817,0.8274515574944554,0,0,0,0,1,False,0.9064749436127404,0.2689755321668017,water,0.006600621571352585,0.007288901230840714,0.020173442915464277,0.00725061333159914,0.29021709230416126,0.10316421124451662,0.035888873288881885,4.8155923693116165e-15,False,False,False,0.0,0.9645494461327231,0.0,0.03545055386727697,-0.035859023000766314,0.058074502519982696,0.0,-0.022215479519216194
2966,66,29,True,0,15,834,0.003,0.1668,0.04818686868686869,0.83720914949611,0,0,0,0,1,False,0.8965294736737492,0.26633750219721675,water,0.006679075630807846,0.008249906807263346,0.02509290298247799,0.007531694235020571,0.36316084772281837,0.1120295397395159,0.05963123916013432,5.093148125467906e-15,False,False,False,0.0,0.9608510398262365,0.0,0.03914896017376346,-0.011731770371988004,0.0643215661524873,-0.09173875595426272,0.03914896017376346
2967,67,29,True,0,10,853,0.002,0.1706,0.05389191919191919,0.8981860609027508,0,0,0,0,1,False,0.8513022436509832,0.4156629396729991,water,0.006647428652667707,0.008157610302383126,0.03407784922506419,0.007774155363701766,0.3630528360489793,0.10903546205695097,0.05556389199726253,2.7755575615628914e-16,False,False,False,0.0017547670289908004,0.9456443931023738,0.0,0.0526008398686354,-0.029412601321501315,0.09434214945139063,-0.04789070978618875,-0.01703883834370048
2968,68,29,True,0,15,838,0.003,0.1676,0.047408080808080816,0.8344151964100366,0,0,0,0,1,False,0.8973286673937214,0.2885289742991476,water,0.006308577799009361,0.007119703806470213,0.020838140730582322,0.007916655632091762,0.31031544951807116,0.11237413654773053,0.04258146978037572,2.831068712794149e-15,False,False,False,0.005733521135290631,0.9610718345045439,0.0,0.03319464436016534,-0.05593337115162729,0.06374316711082251,0.0,-0.007809795959195481
2969,69,29,True,0,15,832,0.003,0.1664,0.046631313131313135,0.8227149931780751,0,0,0,0,1,False,0.9018766152046106,0.30351884118055744,water,0.007954279609277264,0.006446757211776755,0.021471521080206453,0.007389932454291979,0.3111918367286894,0.10939796673851651,0.037604638968460904,5.204170427930421e-15,False,False,False,0.0013891447358689857,0.9641782877631042,0.0,0.034432567501026856,-0.03826605383808951,0.062301672558493615,-0.015318621701998752,-0.008716997018405288
2970,70,29,True,0,36,832,0.0072,0.1664,0.04776969696969697,0.8260023728779476,0,0,0,0,1,False,0.8978949828210692,0.24255486503472015,water,0.006710665066968066,0.006845898917906106,0.02639636734616767,0.00612048282599174,0.2992612681384136,0.08875758723014325,0.04491758994276685,3.969047313034935e-15,False,False,False,0.0,0.9620143078696557,0.0,0.037985692130344306,-0.0012098020867095998,0.06411932504858653,0.0,-0.06290952296187674
2971,71,29,True,0,22,819,0.0044,0.1638,0.04338181818181819,0.7877756025671271,0,0,0,0,1,False,0.9311288496500333,0.21132345881628298,water,0.007752068375766821,0.007775084443250835,0.015697713686852428,0.006556209956233656,0.25052192329315287,0.09722903652866895,0.0257323994467257,2.67841304690819e-15,False,False,False,0.0,0.9731493760997945,0.0,0.02685062390020554,-0.020871409937596116,0.042020526449761175,0.0,-0.02114911651216505
2972,72,29,True,0,48,832,0.0096,0.1664,0.047758585858585854,0.8277985503732174,0,0,0,0,1,False,0.893445299179026,0.27056013313875116,water,0.0069247234509252995,0.007805426341323486,0.026820546889086125,0.006784734359653348,0.3104982584055744,0.10158002019369244,0.04494067950597583,3.677613769070831e-15,False,False,False,0.0,0.9618573269584667,0.0,0.03814267304153324,-0.01120220572136591,0.06841202777944067,0.0,-0.05720982205807476
2973,73,29,True,0,5,818,0.001,0.1636,0.042758585858585864,0.7810832734094361,0,0,0,0,1,False,0.9299602905383757,0.22281214282669556,water,0.00623028171565381,0.0075610269835647784,0.014766370704362939,0.006639454619658292,0.26243180003866223,0.09888123819420165,0.03317985654308118,1.790234627208065e-15,False,False,False,0.0035764176261438574,0.9732169569159328,0.0,0.023206625457923236,-0.04668914889643999,0.043256666377557096,-0.011450093499772215,0.014882576018654848
2974,74,29,True,0,19,799,0.0038,0.1598,0.039440404040404047,0.7408721887073371,0,0,0,0,1,False,0.9614195371923456,0.11787268689501451,water,0.006299694742299327,0.006042895436012572,0.010027348360795092,0.005166469884175674,0.17862807618014973,0.07972193974119722,0.015069798213645057,5.620504062164855e-15,False,False,False,0.0,0.9827314502083083,0.0,0.01726854979169168,0.0,0.02131191301596269,0.0,-0.02131191301596267
2975,75,29,True,0,15,785,0.003,0.157,0.04028787878787879,0.7432900106956908,0,0,0,0,1,False,0.944296288897213,0.18246036647630123,water,0.00649912025604728,0.005644616632738211,0.012614140180202758,0.005077722485824604,0.2175801336683263,0.08371230675025712,0.022348930492921394,4.218847493575595e-15,False,False,False,0.0,0.9802005271899075,0.0,0.019799472810092478,-0.023619009194770592,0.03590423829269451,0.0,-0.012285229097923997
2976,76,29,True,0,22,796,0.0044,0.1592,0.03909494949494949,0.7371227306222485,0,0,0,0,1,False,0.9636823219409576,0.11257315421057902,water,0.006998725158638091,0.006882179156643094,0.0096865743872103,0.0054409374608377315,0.17557695264104933,0.08758960095085416,0.014053088091261006,3.885780586188048e-15,False,False,False,0.0,0.9835563897128428,0.0,0.016443610287157184,0.0,0.019874067771885162,0.0,-0.019874067771885127
2977,77,29,True,0,20,799,0.004,0.1598,0.04329191919191919,0.7750246189638106,0,0,0,0,1,False,0.9250592724679502,0.19204833753460074,water,0.007339042067023354,0.007462597939232167,0.020355201040142587,0.006272226456571736,0.2735009771861143,0.10283351096602418,0.033956928090969146,5.6066262743570405e-15,False,False,False,0.0,0.9730816207107267,0.0,0.026918379289273264,0.0,0.048022348242776514,0.0,-0.048022348242776486
2978,78,29,True,0,15,804,0.003,0.1608,0.040521212121212125,0.7524461442521982,0,0,0,0,1,False,0.954634160273215,0.13318761659420966,water,0.00652689897703421,0.007307290445180272,0.011898652981720634,0.00586811540876451,0.20259569526084117,0.09286667481104044,0.018150927666008586,6.231126725708691e-15,False,False,False,0.0,0.9803034483481374,0.0,0.01969655165186257,0.0,0.025669288074922414,0.0,-0.025669288074922324
2979,79,29,True,0,18,786,0.0036,0.1572,0.03450909090909091,0.6985977955877044,0,0,0,0,1,False,1.0,-0.0,water,0.005885558161448653,0.0059446986246509195,0.005454441780611609,0.005119885850528779,0.06850740612134032,0.08140203232606545,0.003298202671155907,1.7277845820728999e-15,False,False,False,0.0,0.9953356370509961,0.0,0.004664362949003853,0.0,-0.004664362949003853,0.0,0.004664362949003853
2980,80,29,True,0,5,772,0.001,0.1544,0.031228282828282824,0.6713095262246768,0,0,0,0,1,False,1.0,-0.0,water,0.005692820489722567,0.006098358987690629,0.005211064338363551,0.005211064338363551,0.09908714641547639,0.09908714641547639,0.0,-0.0,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2981,81,29,True,0,2,760,0.0004,0.152,0.028331313131313134,0.6402925581326087,0,0,0,0,1,False,1.0,-0.0,water,0.006173425263755885,0.006086204639709078,0.00602522108692855,0.00602522108692855,0.1327540988124455,0.1327540988124455,0.0,-0.0,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2982,82,29,True,0,1,735,0.0002,0.147,0.02846161616161616,0.6255252193157363,0,0,0,0,1,False,1.0,-0.0,water,0.005502763874309915,0.0059577286312508995,0.006088720287186305,0.006088720287186305,0.13462896083744844,0.13462896083744844,0.0,-0.0,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
