material,threshold,n,band_id_original,mean_selected,std_selected
dirt,0.95,160,80,0.5335775000000003,0.04488412295845825
dirt,0.95,160,81,0.5359200000000002,0.04586269289956706
dirt,0.95,160,82,0.5380687500000001,0.045285168912542424
dirt,0.95,160,83,0.53866375,0.04608994126637069
dirt,0.95,160,84,0.5369774999999998,0.04656275328790167
dirt,0.95,160,85,0.53153375,0.045022598336141154
dirt,0.95,160,86,0.53648375,0.04597972092061346
dirt,0.95,160,87,0.5391799999999999,0.046066170884934636
dirt,0.95,160,88,0.5446425000000001,0.0465439168286254
dirt,0.95,160,89,0.5510912499999999,0.046970548468561676
dirt,0.95,160,90,0.5565025000000001,0.04718919361199128
dirt,0.95,160,91,0.5645412499999998,0.047921824865477525
dirt,0.95,160,92,0.57137125,0.04822127044611641
dirt,0.95,160,93,0.57743625,0.0487511121507756
dirt,0.95,160,94,0.5831299999999999,0.04928036728759233
dirt,0.95,160,95,0.5881649999999998,0.04964225292026944
dirt,0.95,160,96,0.5897537499999997,0.04916490222646131
dirt,0.95,160,97,0.5968712500000002,0.047655211398518624
dirt,0.95,160,98,0.6020037499999998,0.048005137599401775
dirt,0.95,160,99,0.6038725000000004,0.048473350861581666
dirt,0.95,160,100,0.6049499999999995,0.048585594572877235
dirt,0.95,160,101,0.6075925000000006,0.049239627778345355
dirt,0.95,160,102,0.6228149999999995,0.050974839627015996
dirt,0.95,160,103,0.6431374999999996,0.053210662406607906
dirt,0.95,160,104,0.6473300000000001,0.05406177577549595
dirt,0.95,160,105,0.6532812499999995,0.055811617504221284
dirt,0.95,160,106,0.6627362500000002,0.05575529289616814
dirt,0.95,160,107,0.68117375,0.0856462962476341
dirt,0.95,160,113,0.4484062500000001,0.08375422801827677
dirt,0.95,160,114,0.4335412500000003,0.06409418303120414
dirt,0.95,160,115,0.42302750000000017,0.05648330942632522
dirt,0.95,160,116,0.41991500000000015,0.051790938155241016
dirt,0.95,160,117,0.4200362500000002,0.046102878824835866
dirt,0.95,160,118,0.4194674999999998,0.04521824790668034
dirt,0.95,160,119,0.42448749999999996,0.046332540873019246
dirt,0.95,160,120,0.4309737499999999,0.04578044954931636
dirt,0.95,160,121,0.44229499999999977,0.046254410330259316
dirt,0.95,160,122,0.4535637500000001,0.047401207114771866
dirt,0.95,160,123,0.46474375000000023,0.04803466025629306
dirt,0.95,160,124,0.47897625000000027,0.04864021161485113
dirt,0.95,160,125,0.4895525,0.04905888037603387
dirt,0.95,160,126,0.49777249999999995,0.04921724031017993
dirt,0.95,160,127,0.5070737500000001,0.04938850383376177
dirt,0.95,160,128,0.5168500000000001,0.04944972194057314
dirt,0.95,160,129,0.5267875,0.049923479884218816
dirt,0.95,160,130,0.5351049999999998,0.05002320436557417
dirt,0.95,160,131,0.54385125,0.05024131391034176
dirt,0.95,160,132,0.55409625,0.05049689085416547
dirt,0.95,160,133,0.5627574999999997,0.050853861148884266
dirt,0.95,160,134,0.5694750000000001,0.051302259940474354
dirt,0.95,160,135,0.57553,0.051421475085804386
dirt,0.95,160,136,0.5814225,0.05146980662242671
dirt,0.95,160,137,0.5829337500000003,0.05101317340587136
dirt,0.95,160,138,0.582155,0.05065795075800048
dirt,0.95,160,139,0.5806137500000002,0.05025508492617936
dirt,0.95,160,140,0.5781925000000003,0.049971451287209964
dirt,0.95,160,141,0.5734800000000002,0.04896123568702083
dirt,0.95,160,142,0.56902625,0.048826857987561506
dirt,0.95,160,143,0.5638050000000001,0.04817824171760525
dirt,0.95,160,144,0.5583737499999997,0.04758245013592198
dirt,0.95,160,145,0.5539275000000002,0.04697332481047089
dirt,0.95,160,146,0.5533762500000003,0.04714342144920647
dirt,0.95,160,147,0.556045,0.048076173672620834
dirt,0.95,160,148,0.5619950000000002,0.04851413170407157
dirt,0.95,160,149,0.5786962500000001,0.05057431152213049
dirt,0.95,160,150,0.5841962500000001,0.05103276139831646
dirt,0.95,160,151,0.5915824999999998,0.051473436778109165
dirt,0.95,160,152,0.6090512499999996,0.059288671965540767
dirt,0.95,160,153,0.6268137500000002,0.0822604282807809
dirt,0.95,160,167,0.38579375000000016,0.05653390319920871
dirt,0.95,160,168,0.3902387499999999,0.0506673390700311
dirt,0.95,160,169,0.3957525000000001,0.045902045093328896
dirt,0.95,160,170,0.3888837500000001,0.044853296823505626
dirt,0.95,160,171,0.3952887499999999,0.04470134643875394
dirt,0.95,160,172,0.4039412500000001,0.04519139628776147
dirt,0.95,160,173,0.41105125000000003,0.04569779123149718
dirt,0.95,160,174,0.41709749999999984,0.04788037691737607
dirt,0.95,160,175,0.41294125000000015,0.04297162783090141
dirt,0.95,160,176,0.41059124999999996,0.04115302143752632
dirt,0.95,160,177,0.4079812500000001,0.03976565601668733
dirt,0.95,160,178,0.4046625,0.038859626783462546
dirt,0.95,160,179,0.40576125000000013,0.03954749357971374
dirt,0.95,160,180,0.3990225000000001,0.03813529852708642
dirt,0.95,160,181,0.39130125000000004,0.03803069153246494
dirt,0.95,160,182,0.3889212499999999,0.03744212932563396
dirt,0.95,160,183,0.3861237499999999,0.036831079755248824
dirt,0.95,160,184,0.38251250000000014,0.03608445432246412
dirt,0.95,160,185,0.37966875000000005,0.035375585132086516
dirt,0.95,160,186,0.3795425000000003,0.03519311287382802
dirt,0.95,160,187,0.3831174999999999,0.035453380568713055
dirt,0.95,160,188,0.3873462499999996,0.03507886630063035
dirt,0.95,160,189,0.3911175000000002,0.034853890654416186
dirt,0.95,160,190,0.3972949999999999,0.03531372219123893
dirt,0.95,160,191,0.4023674999999999,0.035045840605555455
dirt,0.95,160,192,0.40781374999999975,0.035470664794129525
dirt,0.95,160,193,0.41148249999999986,0.03578869505514276
dirt,0.95,160,194,0.41304875,0.03550599066970953
dirt,0.95,160,195,0.4093574999999999,0.03535122619867663
dirt,0.95,160,196,0.40378749999999997,0.03515480541476514
dirt,0.95,160,197,0.39496374999999995,0.034169510326276256
dirt,0.95,160,198,0.38354125000000006,0.033636665982785814
dirt,0.95,160,199,0.3686499999999999,0.03299233244255397
dirt,0.95,160,200,0.3561312499999999,0.03241761131603469
dirt,0.95,160,201,0.34365625000000005,0.03145299009533911
dirt,0.95,160,202,0.33879124999999977,0.030738415272058194
dirt,0.95,160,203,0.33340625,0.030820272726526928
dirt,0.95,160,204,0.32561875,0.030728250819685454
dirt,0.95,160,205,0.3256687500000001,0.03073027860982552
dirt,0.95,160,206,0.3228262500000002,0.030522410798256086
dirt,0.95,160,207,0.3250787499999998,0.030864673146455007
dirt,0.95,160,208,0.3256362500000001,0.03035849857844587
dirt,0.95,160,209,0.32553624999999997,0.029873787606152332
dirt,0.95,160,210,0.3275024999999999,0.031204703071011596
dirt,0.95,160,211,0.32308999999999993,0.030382007833584676
dirt,0.95,160,212,0.32296500000000006,0.030297438423074644
dirt,0.95,160,213,0.3189437500000001,0.029943055721444005
dirt,0.95,160,214,0.3084225,0.029359938585596535
dirt,0.95,160,215,0.3055412500000001,0.029676333979073297
dirt,0.95,160,216,0.29528750000000004,0.02874408363037514
dirt,0.95,160,217,0.28065625,0.02912672460022753
dirt,0.95,160,218,0.26273124999999997,0.028986773249837592
dirt,0.95,160,219,0.25323250000000014,0.026440356346880044
road,0.95,135,4,0.027669629629629634,0.01298076796263853
road,0.95,135,5,0.04413185185185185,0.0086325538202512
road,0.95,135,6,0.10455555555555562,0.01685044747912985
road,0.95,135,7,0.1642651851851851,0.022776372808220365
road,0.95,135,8,0.2114266666666667,0.02987744646731725
road,0.95,135,9,0.2341866666666666,0.032265933875976524
road,0.95,135,10,0.24638518518518518,0.03413603834446222
road,0.95,135,11,0.2543288888888888,0.0351348341797639
road,0.95,135,12,0.2585155555555557,0.03522307717153768
road,0.95,135,13,0.26627851851851847,0.03593144993040927
road,0.95,135,14,0.27388740740740736,0.03624446712233699
road,0.95,135,15,0.2811274074074072,0.03716632970376324
road,0.95,135,16,0.28775407407407405,0.03788756028227023
road,0.95,135,17,0.29277925925925913,0.038524276321794414
road,0.95,135,18,0.2963762962962962,0.03941713146525562
road,0.95,135,19,0.3004844444444445,0.04025219362169005
road,0.95,135,20,0.3042148148148149,0.04064482932540906
road,0.95,135,21,0.3078192592592593,0.041449599017488244
road,0.95,135,22,0.3107585185185186,0.04239459152295026
road,0.95,135,23,0.31201777777777784,0.04260038926385648
road,0.95,135,24,0.31262518518518534,0.04279762838448032
road,0.95,135,25,0.3131392592592591,0.04309900591153367
road,0.95,135,26,0.3150696296296295,0.04344409310583836
road,0.95,135,27,0.3170474074074074,0.04420797452719342
road,0.95,135,28,0.31745925925925916,0.044190765410880274
road,0.95,135,29,0.31873185185185177,0.044654991263226036
road,0.95,135,30,0.3205585185185183,0.044875492586068065
road,0.95,135,31,0.3232000000000001,0.04534721356134
road,0.95,135,32,0.3254177777777777,0.04568434996909516
road,0.95,135,33,0.32665481481481484,0.045882803554302826
road,0.95,135,34,0.33308296296296286,0.04668525588605868
road,0.95,135,35,0.3398429629629631,0.04771280368690668
road,0.95,135,36,0.34307407407407414,0.04858756884600095
road,0.95,135,37,0.3418711111111111,0.04838278522545844
road,0.95,135,38,0.33990518518518514,0.04841248586809678
road,0.95,135,39,0.34193185185185165,0.0488279165017716
road,0.95,135,40,0.3378992592592592,0.048218772272334995
road,0.95,135,41,0.33986962962962947,0.048359005096640484
road,0.95,135,42,0.3435674074074075,0.049115146384690486
road,0.95,135,43,0.34871111111111097,0.04996126894967468
road,0.95,135,44,0.35257333333333324,0.050194234876276514
road,0.95,135,45,0.3570059259259258,0.050386923293226346
road,0.95,135,46,0.3599970370370369,0.05044586969216239
road,0.95,135,47,0.3616725925925926,0.050629633292692704
road,0.95,135,48,0.3618237037037037,0.05051942964313596
road,0.95,135,49,0.36621037037037024,0.05142778219352169
road,0.95,135,50,0.36819555555555544,0.05153348263118616
road,0.95,135,51,0.3688296296296296,0.05161021155643391
road,0.95,135,52,0.36952740740740736,0.05185399792384259
road,0.95,135,53,0.3708696296296295,0.05223921795409479
road,0.95,135,54,0.371722962962963,0.052388423856648075
road,0.95,135,55,0.3732044444444444,0.05268694668148157
road,0.95,135,56,0.3756977777777778,0.053068558685794874
road,0.95,135,57,0.38073037037037016,0.05396099726458686
road,0.95,135,58,0.38242962962962934,0.05446988168679951
road,0.95,135,59,0.3828637037037038,0.054813410912952755
road,0.95,135,60,0.3832385185185184,0.05446045930245945
road,0.95,135,61,0.3868977777777778,0.05650617202167572
road,0.95,135,62,0.3882355555555557,0.05690781560157803
road,0.95,135,63,0.3899288888888887,0.05719842249400299
road,0.95,135,64,0.39173629629629636,0.05663752271131896
road,0.95,135,65,0.39095407407407406,0.05602614702144516
road,0.95,135,66,0.3881644444444444,0.05554661901457744
road,0.95,135,67,0.38839555555555555,0.055762525404667355
road,0.95,135,68,0.3884562962962963,0.05582412940046281
road,0.95,135,69,0.38937185185185186,0.056229830822690764
road,0.95,135,70,0.3889881481481484,0.05617110770685487
road,0.95,135,71,0.38935999999999993,0.05650657018501541
road,0.95,135,72,0.3897451851851851,0.05678830567997908
road,0.95,135,73,0.3902755555555555,0.05662763030164911
road,0.95,135,74,0.3914814814814815,0.05721591229743203
road,0.95,135,75,0.3932711111111113,0.057395787516954226
road,0.95,135,76,0.39805925925925945,0.058132615052005336
road,0.95,135,77,0.39676888888888884,0.05779033812192929
road,0.95,135,78,0.3974503703703703,0.05813303118432448
road,0.95,135,79,0.3974844444444443,0.05812702038437401
road,0.95,135,80,0.39726518518518505,0.05910771500501313
road,0.95,135,81,0.4007037037037036,0.06086856198510387
road,0.95,135,82,0.4018622222222222,0.06046343721213816
road,0.95,135,83,0.4036177777777778,0.060684834723611955
road,0.95,135,84,0.4050651851851852,0.06025812540079187
road,0.95,135,85,0.39996000000000004,0.058221201687408734
road,0.95,135,86,0.401514074074074,0.05817637316396608
road,0.95,135,87,0.4022474074074071,0.058344896415392755
road,0.95,135,88,0.4051377777777779,0.058152654621316933
road,0.95,135,89,0.4078874074074074,0.05871098632709799
road,0.95,135,90,0.4093911111111113,0.0586410593945367
road,0.95,135,91,0.4120785185185184,0.059118548051615254
road,0.95,135,92,0.4134577777777779,0.059125999127621565
road,0.95,135,93,0.4142281481481482,0.05911312024804251
road,0.95,135,94,0.41536296296296304,0.059284625126638325
road,0.95,135,95,0.4177200000000002,0.05928754387946308
road,0.95,135,96,0.42360444444444467,0.059822267459121094
road,0.95,135,97,0.4266014814814816,0.059783354533571406
road,0.95,135,98,0.4291496296296298,0.059639562899352225
road,0.95,135,99,0.4289422222222223,0.05923429870615397
road,0.95,135,100,0.4268711111111112,0.0593788762373445
road,0.95,135,101,0.42748444444444433,0.05920322046629094
road,0.95,135,102,0.43862666666666644,0.060744896081893165
road,0.95,135,103,0.4553111111111113,0.06291280581727754
road,0.95,135,104,0.46191407407407414,0.06386158430597057
road,0.95,135,105,0.472982222222222,0.06497806566283695
road,0.95,135,106,0.489594074074074,0.06670372721327242
road,0.95,135,107,0.5909940740740738,0.07349719849834839
road,0.95,135,113,0.4942785185185187,0.0645769599839461
road,0.95,135,114,0.4640681481481483,0.057959869452415214
road,0.95,135,115,0.44961185185185176,0.05636988301731219
road,0.95,135,116,0.4420933333333333,0.054970040594518044
road,0.95,135,117,0.42641037037037044,0.054973034836382155
road,0.95,135,118,0.4223777777777777,0.05432744435252354
road,0.95,135,119,0.4264014814814814,0.054326745320003034
road,0.95,135,120,0.4212311111111113,0.05404343310457242
road,0.95,135,121,0.4201155555555558,0.05410366163642841
road,0.95,135,122,0.4208133333333332,0.054201255691344624
road,0.95,135,123,0.4212874074074074,0.05484474846345094
road,0.95,135,124,0.4248177777777777,0.05519929396578355
road,0.95,135,125,0.4260770370370372,0.05587526841859894
road,0.95,135,126,0.42629481481481496,0.056356541331877646
road,0.95,135,127,0.42790518518518517,0.056998811317714095
road,0.95,135,128,0.42992296296296295,0.05748589513410222
road,0.95,135,129,0.43324740740740736,0.05803846595418853
road,0.95,135,130,0.4347614814814814,0.0585620961793234
road,0.95,135,131,0.4359333333333334,0.058788852558841365
road,0.95,135,132,0.43816148148148154,0.05935453551915054
road,0.95,135,133,0.43870370370370365,0.05979455618403352
road,0.95,135,134,0.4382933333333332,0.06004796995982712
road,0.95,135,135,0.43865481481481483,0.060458663832184664
road,0.95,135,136,0.4395170370370372,0.0607674980631133
road,0.95,135,137,0.43901925925925894,0.06077889923356538
road,0.95,135,138,0.43810370370370394,0.0608915823500867
road,0.95,135,139,0.4379674074074074,0.06089134564747233
road,0.95,135,140,0.4377333333333335,0.06063739464744202
road,0.95,135,141,0.4366014814814814,0.06045546384667246
road,0.95,135,142,0.43683703703703713,0.05993684174719468
road,0.95,135,143,0.43687111111111115,0.05956472964165916
road,0.95,135,144,0.43783555555555564,0.05920620521366378
road,0.95,135,145,0.4371066666666667,0.0585466793188073
road,0.95,135,146,0.43760000000000016,0.05866826260455508
road,0.95,135,147,0.4422355555555556,0.05907213351509062
road,0.95,135,148,0.45091999999999993,0.05973142953315343
road,0.95,135,149,0.4680562962962964,0.061809464224858474
road,0.95,135,150,0.47688592592592577,0.062349759170241416
road,0.95,135,151,0.48806222222222195,0.06321490432164761
road,0.95,135,152,0.5195229629629629,0.06516558048624857
road,0.95,135,153,0.5753377777777775,0.0730139285206918
road,0.95,135,167,0.4735200000000003,0.06384028775577959
road,0.95,135,168,0.45905925925925933,0.06247792415612663
road,0.95,135,169,0.4528,0.0558774691226755
road,0.95,135,170,0.4304177777777778,0.05004085126236093
road,0.95,135,171,0.42602518518518506,0.04892946657219738
road,0.95,135,172,0.4278637037037037,0.05015451474439306
road,0.95,135,173,0.4325288888888889,0.05045753603982141
road,0.95,135,174,0.43859851851851844,0.05301427059475686
road,0.95,135,175,0.43760444444444474,0.05166554244893989
road,0.95,135,176,0.4374162962962964,0.05142187487745082
road,0.95,135,177,0.4430474074074072,0.05097860238066428
road,0.95,135,178,0.4497377777777779,0.052367179241662364
road,0.95,135,179,0.4618474074074072,0.05307689017883622
road,0.95,135,180,0.45904888888888906,0.05267544493182218
road,0.95,135,181,0.45288888888888884,0.0520766993701017
road,0.95,135,182,0.44980740740740754,0.05157329430888681
road,0.95,135,183,0.44449037037037026,0.05110823210356345
road,0.95,135,184,0.43722222222222207,0.05034484146095205
road,0.95,135,185,0.4299214814814816,0.049650047010809384
road,0.95,135,186,0.42477777777777764,0.04962703365239356
road,0.95,135,187,0.4226711111111111,0.04968346899480776
road,0.95,135,188,0.4213511111111112,0.04984066147035439
road,0.95,135,189,0.42033037037037035,0.04971479141108821
road,0.95,135,190,0.4196,0.05060331712154554
road,0.95,135,191,0.41725185185185176,0.051185779060713005
road,0.95,135,192,0.41338962962962966,0.05245811489542247
road,0.95,135,193,0.40920888888888873,0.051827370813423465
road,0.95,135,194,0.4046148148148149,0.050874862480139574
road,0.95,135,195,0.39777185185185177,0.049701235772477384
road,0.95,135,196,0.3915762962962963,0.04849643928495799
road,0.95,135,197,0.3855377777777779,0.04931660657375584
road,0.95,135,198,0.3793733333333333,0.0508783927069679
road,0.95,135,199,0.37377925925925914,0.05095037105421721
road,0.95,135,200,0.3700311111111111,0.0485502648528713
road,0.95,135,201,0.3604874074074072,0.0455239691520032
road,0.95,135,202,0.3535140740740742,0.04593195315288647
road,0.95,135,203,0.34462814814814824,0.046235507682350796
road,0.95,135,204,0.33778814814814806,0.04553140886099331
road,0.95,135,205,0.33527703703703715,0.04710434113947261
road,0.95,135,206,0.32887703703703697,0.04615359211691897
road,0.95,135,207,0.32960888888888906,0.04741460857344327
road,0.95,135,208,0.3311896296296295,0.049102549189424624
road,0.95,135,209,0.3361111111111109,0.05105346894539123
road,0.95,135,210,0.34857481481481484,0.05019124568571919
road,0.95,135,211,0.35138222222222204,0.04921978203131214
road,0.95,135,212,0.3559570370370371,0.04895371289325933
road,0.95,135,213,0.35268296296296275,0.04618626626196202
road,0.95,135,214,0.34527111111111103,0.045581532756096096
road,0.95,135,215,0.3474607407407407,0.04640754902878098
road,0.95,135,216,0.3388548148148149,0.043131986443883344
road,0.95,135,217,0.3309422222222222,0.043877525617575415
road,0.95,135,218,0.3183985185185188,0.04130709917495607
road,0.95,135,219,0.31273925925925916,0.04215045555097842
