band_id_original,clean_dtype,raw_min,raw_max,mean_valid,std_valid,nonfinite_count_all,zero_count_all,negative_count_all,gt1_count_all,constant_valid,rmse_reference_valid,bias_reference_valid,rmse_fcls_valid,bias_fcls_valid,q0_valid,q0.01_valid,q0.05_valid,q0.25_valid,q0.5_valid,q0.75_valid,q0.95_valid,q0.99_valid,q1_valid
120,float64,6,4404,0.20141249999999983,0.15716914750596014,0,0,0,0,False,0.045100679593161476,0.003519301306330604,0.02747815043395381,0.003985554420612369,0.0012,0.0094,0.0146,0.034,0.1958,0.3214,0.4684,0.5480080000000002,0.8808
121,float64,13,4466,0.20846714000000033,0.1599817396836911,0,0,0,0,False,0.04626840669699263,0.0046157270869601995,0.02672724912833284,0.005377631848152049,0.0026,0.01,0.0154,0.0356,0.2068,0.3334,0.4742,0.553602,0.8932
122,float64,20,4548,0.21561989999999884,0.16350564516245344,0,0,0,0,False,0.047482546787012345,0.005195096336653995,0.02678434142957536,0.006205035593092875,0.004,0.0104,0.01639000000000001,0.036,0.2182,0.346,0.48162999999999956,0.5610120000000003,0.9096
123,float64,20,4570,0.22246096000000057,0.16702888733353452,0,0,0,0,False,0.048877802657656386,0.005988218653296395,0.027410593864045683,0.0073247767602570716,0.004,0.011,0.0164,0.0364,0.2298,0.358,0.4898,0.5668060000000001,0.914
124,float64,30,4640,0.2308231800000005,0.1716744948170446,0,0,0,0,False,0.05073250154485709,0.006804853926408383,0.028832605654016012,0.00857155150738508,0.006,0.0112,0.0168,0.037,0.2422,0.3716,0.5008,0.5788,0.928
125,float64,25,4669,0.23761281999999972,0.1753817769542988,0,0,0,0,False,0.05204147472115208,0.007386351738180012,0.029700565360672414,0.009501483412656801,0.005,0.0116,0.0168,0.0368,0.25329999999999997,0.3824,0.5074,0.5854,0.9338
126,float64,27,4701,0.24325575999999918,0.17840897691210014,0,0,0,0,False,0.0534705540767004,0.008275404006843932,0.031026768906947225,0.010785155028807862,0.0054,0.0114,0.017,0.0368,0.263,0.39105,0.5128,0.5898100000000002,0.9402
127,float64,26,4733,0.24934786000000062,0.18180964206944702,0,0,0,0,False,0.05468156049876163,0.009006014085437481,0.03207931300522955,0.011842085365921965,0.0052,0.0114,0.017,0.0372,0.27290000000000003,0.40065,0.5194,0.5974,0.9466
128,float64,24,4799,0.2554731199999993,0.18538729584700633,0,0,0,0,False,0.056350548391353096,0.00991459183129581,0.033740650390126074,0.013152558703511851,0.0048,0.0122,0.0176,0.0372,0.2825,0.4096,0.526,0.605,0.9598
129,float64,29,4831,0.26174381999999924,0.18911417905542582,0,0,0,0,False,0.056749803227253544,0.009207744418746626,0.03367588002609472,0.012722472873490579,0.0058,0.011398000000000002,0.0172,0.038,0.2924,0.4194,0.5346099999999998,0.6136040000000001,0.9662
130,float64,32,4849,0.2669603400000007,0.19237668438530878,0,0,0,0,False,0.05841486516603418,0.01066659325893801,0.03543048144287966,0.014440817960677577,0.0064,0.0116,0.0174,0.0372,0.3008,0.4288,0.5410099999999999,0.6196040000000002,0.9698
131,float64,28,4884,0.27196798000000083,0.19544851230623347,0,0,0,0,False,0.05925072974133844,0.010764775570315221,0.03614753461158692,0.01479557926595012,0.0056,0.0124,0.0176,0.0378,0.3087,0.437,0.5488099999999998,0.6268,0.9768
132,float64,29,4909,0.2774406599999978,0.19899909064808413,0,0,0,0,False,0.060553790578030335,0.010986359472045883,0.03705190028182127,0.01526633184736988,0.0058,0.0118,0.0178,0.0376,0.3166,0.446,0.558,0.6356,0.9818
133,float64,28,4914,0.2820434599999996,0.20208375696039588,0,0,0,0,False,0.06135838464697918,0.0113018102482447,0.03781902412595495,0.015774687783656653,0.0056,0.0118,0.0178,0.0378,0.3234,0.4532,0.566,0.6424,0.9828
134,float64,33,4934,0.28545287999999946,0.20431237621765785,0,0,0,0,False,0.06199628853677331,0.010994324231223504,0.037929746443688406,0.015597827418423856,0.0066,0.0124,0.0176,0.0376,0.3286,0.4582,0.5716,0.6474100000000002,0.9868
135,float64,34,4928,0.2885832399999994,0.2065116547391521,0,0,0,0,False,0.06235964299255276,0.010516937031617487,0.038222129936194706,0.015341237330842054,0.0068,0.012,0.018,0.0378,0.334,0.4636,0.5776099999999998,0.6532040000000001,0.9856
136,float64,30,4945,0.2913971799999993,0.20843225350230124,0,0,0,0,False,0.06262504965735194,0.010592726306245422,0.03794430847967012,0.015305546755588822,0.006,0.0124,0.0178,0.0374,0.3376,0.468,0.5828099999999998,0.6582120000000002,0.989
137,float64,31,4922,0.29172727999999865,0.20886818915239722,0,0,0,0,False,0.0629125182725399,0.010644519518941822,0.03845595574337015,0.015459112541289417,0.0062,0.0124,0.018,0.0378,0.3379,0.4678,0.5846,0.6594040000000001,0.9844
138,float64,35,4925,0.29082099999999983,0.20839492507976234,0,0,0,0,False,0.063421162919161,0.01212151628123371,0.039131827162012536,0.016747481901751137,0.007,0.0114,0.017,0.0372,0.3359,0.46685,0.5836199999999997,0.6576040000000001,0.985
139,float64,31,4929,0.28989187999999894,0.20769583138345737,0,0,0,0,False,0.06231713926358628,0.010760163760733674,0.037918155685570144,0.015358958766011102,0.0062,0.0116,0.0176,0.0368,0.3346,0.4652,0.5818099999999998,0.6552,0.9858
140,float64,29,4939,0.28815915999999947,0.20645197768995543,0,0,0,0,False,0.06143872603111627,0.009373389447242648,0.0366785012194128,0.013968188126802863,0.0058,0.0122,0.018,0.037,0.3326,0.4628,0.5788,0.6512040000000001,0.9878
141,float64,30,4928,0.28476109999999993,0.20431863668982925,0,0,0,0,False,0.060956452100927504,0.009180070842913009,0.03669492839095658,0.013760844775765625,0.006,0.0118,0.0172,0.0364,0.32699999999999996,0.4572,0.5738099999999998,0.647202,0.9856
142,float64,31,4923,0.28151534000000017,0.20230952787420564,0,0,0,0,False,0.06082331474833231,0.009951242212593211,0.037089432413118954,0.01438779156723533,0.0062,0.0118,0.0178,0.0364,0.3218,0.4522,0.5690099999999998,0.6416120000000002,0.9846
143,float64,29,4880,0.27768152000000224,0.20016978879563618,0,0,0,0,False,0.05953252110252978,0.00905300281359258,0.03555053480354283,0.013125514951751757,0.0058,0.0116,0.0172,0.0364,0.3152,0.4468,0.5628199999999997,0.6356060000000002,0.976
144,float64,31,4926,0.27414192000000226,0.19812053683228828,0,0,0,0,False,0.05888613731217563,0.00889292858112247,0.035157723857987204,0.012838994512167367,0.0062,0.0114,0.0164,0.0356,0.3092,0.4414,0.5578,0.6330020000000001,0.9852
145,float64,21,4891,0.2709041399999967,0.19634315788145187,0,0,0,0,False,0.05829972668955281,0.00981928000346594,0.034651215520037505,0.01335420493962391,0.0042,0.012,0.0174,0.0362,0.3038,0.4374,0.5540099999999999,0.6266120000000003,0.9782
146,float64,26,4846,0.26962698000000185,0.195993568006911,0,0,0,0,False,0.057227566572499285,0.007475681300742231,0.03338533134183696,0.01108577221525154,0.0052,0.011,0.0164,0.0358,0.3019,0.4348,0.5538099999999998,0.6286040000000002,0.9692
147,float64,28,4857,0.26937425999999925,0.196520449046538,0,0,0,0,False,0.05737445276594718,0.0068756941720881926,0.03344225624333414,0.010447418565490866,0.0056,0.0112,0.0162,0.036,0.2988,0.4346,0.5558,0.6338080000000003,0.9714
148,float64,26,4957,0.27047886000000065,0.19852718961668805,0,0,0,0,False,0.05732041545727829,0.006318946139902702,0.033263970030687734,0.009703215292975563,0.0052,0.0102,0.0162,0.036,0.2986,0.436,0.5622,0.6434100000000001,0.9914
149,float64,27,5064,0.2777141600000003,0.20427057926068146,0,0,0,1,False,0.05899844111031101,0.0070596432899820444,0.034801518567215035,0.010427804646781553,0.0054,0.0104,0.0162,0.0376,0.3052,0.4484,0.5792,0.664802,1.0128
150,float64,27,5098,0.27912689999999996,0.2063295063833328,0,0,0,1,False,0.06009146868318013,0.00678907629029511,0.0351617201492915,0.010181893365078852,0.0054,0.0114,0.0146,0.037,0.3042,0.451,0.5862099999999999,0.6702040000000001,1.0196
151,float64,13,5093,0.2817749000000001,0.20868105540750592,0,0,0,1,False,0.06013482471200526,0.005571617552389529,0.0369221557012115,0.009004859385972497,0.0026,0.0104,0.0162,0.036,0.307,0.4566,0.5956,0.6784040000000001,1.0186
152,float64,3,5031,0.28922839999999844,0.21544613155366885,0,0,0,1,False,0.062291990094883586,0.0048535953566299205,0.04312395747560226,0.007883778394089264,0.0006,0.0086,0.0164,0.037,0.314,0.4692,0.6154,0.7042160000000004,1.0062
153,float64,11,4611,0.30125264000000335,0.22610703454123457,0,0,0,0,False,0.06953577014225515,-0.0003105154730196651,0.0594046472967503,0.0031532343486308707,0.0022,0.0022,0.0024,0.041,0.3296,0.4854,0.65,0.7372,0.9222
167,float64,15,3912,0.16780297999999932,0.15324606739202024,0,0,0,0,False,0.053673317932242594,-0.0011488899357225467,0.043518819310177086,-0.0027209361725354874,0.003,0.003,0.003,0.036,0.1238,0.26184999999999997,0.4788,0.575,0.7824
168,float64,5,4142,0.16843698000000035,0.15196710432353344,0,0,0,0,False,0.049429457469141395,0.0015059117997431874,0.035284253284255544,-0.0012527746955515251,0.001,0.0036,0.006,0.0388,0.1218,0.26545,0.4722,0.559,0.8284
169,float64,0,4079,0.16942865999999895,0.15186237147695406,0,1,0,0,False,0.04718703212557402,0.0050225455602518785,0.02920683443467191,0.0022695718151258763,0.0,0.0002,0.0078,0.0386,0.1262,0.2692,0.46480999999999983,0.551,0.8158
170,float64,3,4019,0.16627886000000425,0.14764671074257107,0,0,0,0,False,0.04355447387243605,-0.003008084158737974,0.028861430062326016,-0.004823195782075275,0.0006,0.0026,0.011,0.033,0.12530000000000002,0.2628,0.4510199999999997,0.5336040000000001,0.8038
171,float64,0,4048,0.16830474000000256,0.1484321406486217,0,4,0,0,False,0.0430188724451999,-0.0013540567363678495,0.028571782802683958,-0.0035625908842700964,0.0,0.0068,0.0122,0.0326,0.1281,0.2693,0.4502,0.5348140000000003,0.8096
172,float64,1,4075,0.17177724000000086,0.15064363081784204,0,0,0,0,False,0.04427013067098132,-0.0012062772350811073,0.028683615256666063,-0.0031745359001997056,0.0002,0.007,0.0126,0.032,0.13290000000000002,0.27545,0.457,0.5412020000000001,0.815
173,float64,3,4098,0.1749753799999992,0.15272123304195667,0,0,0,0,False,0.04408826863867884,-0.0005256639509873946,0.027714403553617033,-0.0029323690105483046,0.0006,0.002998000000000002,0.0104,0.033,0.137,0.2818,0.4624099999999998,0.5476,0.8196
174,float64,4,4339,0.18008436000000153,0.1550869034941062,0,0,0,0,False,0.04605222384262682,-0.0014854651824317837,0.029365270181119306,-0.0037475095265507206,0.0008,0.0008,0.0038,0.0346,0.1446,0.292,0.46620999999999985,0.5512,0.8678
175,float64,0,4228,0.1790320400000008,0.15324951154714433,0,33,0,0,False,0.046707067112944645,0.007661988859235172,0.028414602805118844,0.005639412807436897,0.0,0.0024,0.0092,0.0332,0.1466,0.2864,0.4642199999999997,0.5412060000000002,0.8456
176,float64,0,4328,0.17966317999999915,0.15269837847301357,0,4,0,0,False,0.04440066313590632,0.0020846199268414554,0.02550400070355155,0.00047725159623635964,0.0,0.0062,0.0134,0.0328,0.1488,0.288,0.4632,0.5382080000000002,0.8656
177,float64,4,4414,0.18051887999999952,0.15252354358441006,0,0,0,0,False,0.044528038122334114,0.0024950394300576003,0.025929357500785195,0.001157216295172064,0.0008,0.0068,0.013,0.0332,0.1514,0.2892,0.46220999999999984,0.5368,0.8828
178,float64,2,4478,0.1817583600000007,0.1526943857583197,0,0,0,0,False,0.04498307078576621,0.004435891068184372,0.024555382079174064,0.003143592133234648,0.0004,0.0062,0.0142,0.034,0.1547,0.28985,0.46420999999999984,0.5382,0.8956
179,float64,1,4628,0.18479627999999962,0.15442039244271252,0,0,0,0,False,0.045544502314630586,0.004225476728854132,0.024786692256564793,0.003270938295242014,0.0002,0.0054,0.0128,0.0348,0.1582,0.2928,0.4716,0.5442040000000001,0.9256
180,float64,1,4613,0.18403794000000015,0.15270954216602253,0,0,0,0,False,0.044461548524470575,0.00286915292848419,0.024211560016940817,0.002166314355211302,0.0002,0.0074,0.0128,0.034,0.15910000000000002,0.291,0.4682,0.5402080000000002,0.9226
181,float64,1,4566,0.18164749999999918,0.14984753140359003,0,0,0,0,False,0.04406134616843393,0.0031524069045621556,0.024009496084433778,0.002652196169343162,0.0002,0.007,0.014,0.0338,0.1599,0.2864,0.45900999999999986,0.5318040000000002,0.9132
182,float64,3,4536,0.18140471999999758,0.14879914236890407,0,0,0,0,False,0.04395464105280325,0.0018662310560163793,0.02367485812992408,0.0017358902285280638,0.0006,0.008,0.0136,0.0334,0.161,0.2858,0.4556,0.527,0.9072
183,float64,3,4505,0.18067787999999887,0.1474297168372285,0,0,0,0,False,0.044079803043312514,0.004148317262795212,0.02423474369974527,0.003973056260213774,0.0006,0.007,0.013,0.0336,0.1629,0.2854,0.4506,0.5208040000000002,0.901
184,float64,0,4456,0.17947436000000147,0.14564053061764942,0,2,0,0,False,0.04357846882993236,0.0049730381701732496,0.022767316073364942,0.00461723644142762,0.0,0.0076,0.0128,0.0324,0.1626,0.28325,0.4444199999999997,0.5126,0.8912
185,float64,0,4380,0.17838108000000283,0.14410775813270307,0,1,0,0,False,0.04257934906377852,0.00337451997554523,0.022831758039525522,0.0032575608496824954,0.0,0.0068,0.0136,0.0316,0.1632,0.2822,0.4376,0.505402,0.876
186,float64,0,4348,0.17814797999999965,0.14341248141608753,0,3,0,0,False,0.042364836464039705,0.0036743831138723246,0.021981752655994828,0.003447225661292544,0.0,0.0074,0.0126,0.0316,0.164,0.28265,0.43540999999999985,0.5008100000000002,0.8696
187,float64,0,4309,0.17939895999999889,0.14391926858804646,0,1,0,0,False,0.04224325923141619,0.004027729623253188,0.02151740212570527,0.003648086582621264,0.0,0.0074,0.0132,0.0308,0.1654,0.2856,0.43500999999999984,0.4992060000000001,0.8618
188,float64,0,4307,0.18094089999999677,0.14468440656542864,0,3,0,0,False,0.041887660230364526,0.0025163846582323887,0.021788819642115292,0.002360396060794597,0.0,0.007,0.013,0.0312,0.1684,0.2888,0.4372,0.4998,0.8614
189,float64,0,4214,0.18274109999999938,0.1454128385211915,0,1,0,0,False,0.04139241886216325,0.0011798475004477572,0.021120283045040277,0.0009708137259289456,0.0,0.0064,0.0136,0.0316,0.1712,0.2926,0.4378,0.501,0.8428
190,float64,2,4243,0.18506235999999862,0.14667366004579824,0,0,0,0,False,0.04210924860071924,0.0006571794628709021,0.021497947639166487,0.0008445109098247751,0.0004,0.0076,0.0132,0.031,0.1747,0.2972,0.44040999999999986,0.5018020000000001,0.8486
191,float64,2,4131,0.18704632000000074,0.14765564831206968,0,0,0,0,False,0.042900596943638805,0.0019975465274025537,0.022086669739029653,0.002295776985422763,0.0004,0.0068,0.0124,0.031,0.178,0.30085,0.44180999999999987,0.5004,0.8262
192,float64,1,4051,0.18876163999999962,0.1484064172753677,0,0,0,0,False,0.042494290483347574,0.0010318419900895036,0.02045442061679707,0.0010796834083429997,0.0002,0.006,0.0126,0.0308,0.1804,0.3054,0.4436,0.4978020000000001,0.8102
193,float64,2,3944,0.19012753999999937,0.1487716494280701,0,0,0,0,False,0.04178404340215028,-0.0012190872240010985,0.02095163365747742,-0.0009152363206356716,0.0004,0.0064,0.0126,0.0316,0.1835,0.3074,0.44360999999999984,0.49660200000000004,0.7888
194,float64,1,3905,0.18999306000000063,0.14810637810653612,0,0,0,0,False,0.042094560932559984,-0.0005457552724134249,0.02092436975899858,-0.00023789682999984368,0.0002,0.0062,0.013,0.0306,0.1844,0.3078,0.4414,0.49260200000000004,0.781
195,float64,1,3860,0.18798506000000015,0.14630428200430848,0,0,0,0,False,0.04147246985369892,0.00012379344184266293,0.021356330841222862,0.000503248128947599,0.0002,0.0062,0.012,0.0302,0.1836,0.3038,0.43540999999999985,0.48700200000000005,0.772
196,float64,2,3826,0.1851614200000002,0.14390209083812353,0,0,0,0,False,0.04100917624510197,-0.00025575578389933046,0.02069729194611235,0.00016041002071596068,0.0004,0.0064,0.0122,0.03,0.1806,0.2998,0.42861999999999967,0.4788,0.7652
197,float64,2,3850,0.18152317999999973,0.14115861894580753,0,0,0,0,False,0.04037794944658518,8.400629122777576e-05,0.02042766389823696,0.0004229779914804513,0.0004,0.0066,0.0118,0.0304,0.1774,0.29259999999999997,0.42220999999999986,0.47180200000000005,0.77
198,float64,3,3950,0.1772459800000001,0.13817063500556034,0,0,0,0,False,0.03952760762340189,-0.0014494937902374521,0.020848839910647527,-0.0009972220775296397,0.0006,0.005,0.012550000000000045,0.0302,0.1718,0.2844,0.414,0.4650020000000001,0.79
199,float64,1,4005,0.17144038000000017,0.13408430970645138,0,0,0,0,False,0.03849444773996622,-0.001248579410957873,0.020076109982683575,-0.0009057758521204709,0.0002,0.0054,0.0124,0.0298,0.1652,0.2742,0.4036,0.458,0.801
200,float64,1,3972,0.1659458400000008,0.1303830927179383,0,0,0,0,False,0.03907949646702558,0.0023809921105376794,0.020504272343627086,0.002654332058077921,0.0002,0.0056,0.0116,0.0296,0.158,0.2648,0.3948399999999994,0.4482100000000002,0.7944
201,float64,0,3902,0.15963068000000052,0.12611834199170843,0,1,0,0,False,0.03773133016972869,0.0034828551733703393,0.019840302545659123,0.0034036910495316656,0.0,0.0058,0.0118,0.0296,0.1508,0.2546,0.38060999999999984,0.4342,0.7804
202,float64,0,3892,0.15610273999999835,0.12408067978735744,0,3,0,0,False,0.0369566419622945,0.002285917649902957,0.019385026577051035,0.0021281847327544257,0.0,0.0048,0.0098,0.0284,0.1452,0.2496,0.3742,0.4276,0.7784
203,float64,0,3790,0.15249766000000015,0.1217781692854862,0,30,0,0,False,0.035818137787546306,0.0015123407935878264,0.01900632329030415,0.0010575870658776278,0.0,0.0038,0.0106,0.0292,0.14,0.24284999999999998,0.3696,0.4204,0.758
204,float64,0,3807,0.14843591999999978,0.11901296876287741,0,14,0,0,False,0.03671733314896768,0.004746521355278458,0.020015827469083664,0.004346403892668965,0.0,0.0048,0.0112,0.0278,0.135,0.23785,0.3608199999999997,0.41380200000000006,0.7614
205,float64,0,3732,0.14795861999999935,0.11863598922626996,0,44,0,0,False,0.037076751065946434,0.0034590990966216644,0.02123073127415069,0.00314567204071834,0.0,0.0014,0.0072,0.029,0.134,0.23685,0.3596099999999998,0.41480200000000006,0.7464
206,float64,0,3672,0.14633282000000075,0.11702402181965728,0,8,0,0,False,0.03552750633911332,0.0007399432674857078,0.01964155964821858,0.0008142033992780503,0.0,0.004,0.0094,0.0284,0.1338,0.233,0.35560999999999987,0.4076,0.7344
207,float64,0,3646,0.1461631400000008,0.11752450585873699,0,4,0,0,False,0.035648429403152715,0.003353999175915,0.019810197395171845,0.0029767836291073073,0.0,0.0046,0.0108,0.0278,0.1318,0.23324999999999999,0.3574,0.4104,0.7292
208,float64,1,3664,0.14536076000000284,0.11784129037066066,0,0,0,0,False,0.03436537790807717,-0.0005318713842437682,0.018450716782730126,-0.001104695771530819,0.0002,0.0036,0.009,0.02835,0.1298,0.2314,0.359,0.4126020000000001,0.7328
209,float64,1,3661,0.14506483999999878,0.11857141022933991,0,0,0,0,False,0.03471886923714718,0.0016955420012055458,0.017445476345510344,0.0006268008606024684,0.0002,0.0034,0.01,0.0294,0.127,0.2326,0.36180999999999985,0.41720600000000013,0.7322
210,float64,1,3695,0.1457680399999997,0.12048699559105279,0,0,0,0,False,0.03592929058474775,0.0014401659553054027,0.018730679110295318,0.000710811365646654,0.0002,0.0014,0.0076,0.0284,0.127,0.2306,0.36720999999999987,0.4262140000000003,0.739
211,float64,2,3586,0.14364676000000084,0.11985752317440294,0,0,0,0,False,0.034764122409388185,-0.0014904327879465143,0.018674694452838928,-0.0021051505242726423,0.0004,0.0024,0.0082,0.0292,0.12290000000000001,0.2278,0.3668,0.42500200000000005,0.7172
212,float64,2,3639,0.1429516999999999,0.12022099416952979,0,0,0,0,False,0.03468105963555277,-0.0028020138375649613,0.02048826603609005,-0.0033702837247577243,0.0004,0.0014,0.0102,0.028,0.121,0.2268,0.3682,0.4254040000000001,0.7278
213,float64,1,3463,0.14072901999999946,0.11870573956569917,0,0,0,0,False,0.03426055685311655,0.0034469822561971272,0.017282129356046304,0.0016015997385234904,0.0002,0.0014,0.0092,0.029,0.1184,0.2228,0.364,0.4206,0.6926
214,float64,2,3426,0.13570073999999938,0.11535822463722427,0,0,0,0,False,0.03454047954001936,0.005126687164260252,0.017537201475544707,0.003518519937550832,0.0004,0.0004,0.0086,0.0286,0.1118,0.2144,0.3550099999999998,0.41,0.6852
215,float64,3,3361,0.1344897000000018,0.11524158647775615,0,0,0,0,False,0.033050097088428605,-0.0012113637288074567,0.017803175725077384,-0.0024396937855069183,0.0006,0.0006,0.0078,0.0274,0.11069999999999999,0.2126,0.3528,0.4112,0.6722
216,float64,7,3295,0.1298843799999991,0.11132352468375957,0,0,0,0,False,0.0326487600079619,0.0035838137104083046,0.017536022150967768,0.0021041393855101968,0.0014,0.0022,0.0062,0.026,0.1054,0.2042,0.3424099999999998,0.39842000000000044,0.659
217,float64,2,3269,0.12477817999999938,0.10747320882846782,0,0,0,0,False,0.03191968462574213,-0.0015791255970315976,0.018870680550381397,-0.0023897066259132406,0.0004,0.0016,0.005,0.027749999999999997,0.1008,0.1976,0.33200999999999986,0.39080200000000004,0.6538
218,float64,4,3025,0.11735318000000083,0.10202369695265621,0,0,0,0,False,0.029803007839227357,-0.002347471774555962,0.01802547178798235,-0.003313925448182203,0.0008,0.0008,0.005,0.0272,0.0928,0.1852,0.3168199999999997,0.3708180000000004,0.605
219,float64,2,3069,0.11417456000000029,0.09930676319771198,0,0,0,0,False,0.02834795176710995,-0.0004149885944015522,0.01556884395782924,-0.001506927212112347,0.0004,0.0006,0.0074,0.0242,0.0898,0.1782,0.3088199999999997,0.3668,0.6138
